emp_id,between_centrality
10243,0.00014027080043069984
10326,0.00068737667436592
10252,0.00858434217312787
10255,0.003602439397342782
10258,0.030091706703585384
10259,0.0028277479062334314
10260,0.018071555381188167
10266,0.0012407902202767845
10268,0.01102447685991193
10269,0.0011713313195299217
10274,0.012461098586247004
10331,0.015500711429014961
10278,0.0010301962504788284
10280,0.0015186872892617722
20009,0.0052212817273637755
10282,0.005283580664294777
10285,0.001487221531098895
10286,0.042245537129665896
10333,0.00011380699718198708
20016,3.194282259903129e-05
10290,0.005626092276243075
10291,0.012159028423179546
10292,0.006120339277459269
10294,0.00203357439486598
10296,0.0037191747390208584
10297,0.004986742311000223
10298,8.283413672076869e-05
10299,0.019863462568060847
10302,0.0043686022654625895
10303,0.0004494844052571114
10306,0.00014818923012813848
10308,0.016010463151036217
10313,1.7917567696433273e-05
10314,6.73946310165635e-05
10316,0.012937524085615075
10318,0.011997891923979837
10321,0.00933750635233468
10322,0.009467310085017002
10325,0.0
20054,5.956187832133624e-05
10327,0.00011504724034428111
10328,0.0068171795305674715
10329,0.0025547491282860114
10330,0.0012807656632467701
20059,0.0
10332,0.009159212651831242
20061,0.0
10335,0.016123423157509868
10336,0.015070039705376919
10338,0.0006243102071518306
10339,0.0038819734113607067
10340,0.003740738895546643
10341,0.0020201724587380976
10342,0.008581277866469457
10343,0.03426016476641046
10344,0.00019649151992836
10345,0.0005618763750985816
10346,0.0001584973914326874
10350,0.0006463140853389782
10351,0.015007267802801143
10352,0.003840210576262428
10353,0.001859404224465907
10354,0.0034839669035376195
10355,0.0022722155186724025
10356,0.0028125783948596615
10358,0.011215550657725181
10359,0.004994975448094428
10360,0.00022687253046878923
10361,0.00031167554936163986
10363,0.00027412387990028656
10364,0.01720891206029074
10366,0.03696828399552
10367,0.0
10368,0.00014996952557440614
10369,0.039803137011039984
10371,0.060742472156169014
20100,0.0015083483961862566
10373,1.6911174058258994e-05
20102,0.0
20103,1.3658523309652964e-05
10377,0.0019103538002563094
10378,0.0035083853416811674
10379,0.004338927707549246
10381,0.0017042072710306564
10382,0.0005804450670343666
10383,0.003941684642938564
10384,0.005702663365410608
10385,0.014476745011097997
10386,0.007351237238107015
10387,0.0032151132289796225
10388,4.858190223277209e-05
10389,0.002613694125953865
10390,0.0
10395,0.0009632946974277594
10402,0.0
10403,0.0006487293930950805
10404,0.00032754703481072003
10405,0.010607974269099476
10407,0.0016390297201296035
10408,0.0010925459464927098
10409,0.0
10410,0.009202899830292379
10411,6.667770280618375e-05
10413,0.0029339347111269906
10416,0.003139712974671394
10417,0.001822455176456999
10418,0.0
10419,0.005307571524865432
10420,0.0
10421,0.004402135051145831
10423,0.028674939591484455
10426,0.002568025681915003
10427,0.0
10429,0.0005143470007682628
10430,0.001376490604710148
10431,0.000882083779979804
10432,0.011240638405333028
10433,0.00893300539109187
10434,3.8091926925841846e-05
10435,0.014347498663905384
10436,0.002891800914947096
10437,0.004444062182700355
10438,0.0126714002367225
10439,2.7092391093333287e-05
10440,0.0008906264534051412
10441,2.3504863437994802e-05
10442,0.0026789809611645226
10443,0.012062499834369795
10444,0.002625779232865491
10445,0.0009265382117579278
10446,2.120418653205192e-05
10447,0.0019881276132938585
10448,0.018403196084232232
10449,0.00014209102908458015
10450,0.0007533171336885424
10275,0.05206421727217362
10452,0.005340899934479627
10453,0.0
10454,0.0017724715810371458
10455,0.00933537355672798
10456,0.0
10457,0.000697959983712557
10458,0.00030555900551746475
10459,0.0
10460,0.001101248791593973
10461,0.0006040518413872162
10465,0.00040381733310912904
10474,0.00027862613329260414
10475,4.1346382926364507e-05
10476,0.015859218373425542
10477,0.009495248759088472
10478,0.0
10482,0.012127841673637972
10451,0.0099499325917977
10484,0.0007235728748204392
10490,0.0
10491,0.0002878027746045515
10492,0.00014894558618820504
10493,8.073537733577071e-05
10494,0.0002517342830347818
10496,2.163686713855365e-05
10497,5.293556438265627e-05
10498,0.010993801819225522
10499,0.0014137903726579523
10500,0.0009133365928638747
10501,0.0
10502,7.532675205459944e-05
10503,0.0
10504,0.0002990999867094705
10506,0.0001668910139422131
10507,0.0
10508,2.1138967572823742e-05
10516,0.0
10005,0.000123199100793223
10372,0.03428983085881564
20101,0.0023928308645185773
20060,0.004605078748595979
10056,0.022999130996207488
10064,0.0022506110914372506
10074,0.029427376267565
10075,0.007108286129716322
10077,0.0004167266948796564
10081,0.06270689090824894
10082,0.008413051199143875
10084,0.003509577859530677
10091,0.0006476500708213653
10093,0.0023205139189102597
10111,0.03579221994021827
10115,0.0
10130,0.00027268809361398374
10138,0.00011477639728301919
10140,0.0016777532868891612
10142,0.014284403832104844
10149,0.000964824544792321
10151,0.004798518917202396
10152,0.0052888289050711385
10157,0.00012752195465111767
10483,0.0
10164,0.005900081970953076
10169,0.0031998453779897283
10175,0.03287233048317507
10179,0.007345548780648539
10182,0.0006255529242116528
10187,0.035924589826647924
10189,0.0010238232064177803
10194,0.019508004400313052
10198,0.0037134960354184214
10203,0.00046156626100916714
10204,0.00021703846154139456
10206,0.0006268851704897732
10208,0.02918627530498014
10209,0.009496951757486903
10215,0.0
10216,0.01976638779364647
10217,6.870164461167716e-06
10232,0.0054003038036194795
10233,0.05235970695020478
10234,0.00764822712327507
10236,0.030147949387487476
