emp_id,discrepancy_rate
10243,-0.09090909090909091
10252,-0.019265941670785963
10255,0.059438927085985915
10258,-0.17390401013346515
10259,0.05575640848837404
10260,-0.09062703156128762
10266,0.12642888037567968
10268,0.016176470588235296
10269,0.010111774178270342
10274,-0.02183600713012478
10275,-0.04978991596638656
10278,-0.06991483462071697
10280,-0.051999231064975004
10332,-0.10780115557928856
10282,-0.08355614973262032
10285,-0.17032563025210087
10286,0.021959051000079173
10290,-0.045091142517613106
10291,-0.02473262032085561
10292,0.10227771255561048
10294,0.18181818181818182
10296,-0.021506879638367532
10297,-0.031862745098039214
10298,0.12418300653594772
10299,-0.09625567437782881
10302,0.03361119849009122
10308,0.009251309219339914
10313,-0.031862745098039214
10314,0.24242424242424243
10316,0.0
10318,0.16322892793481028
10321,0.07960794611962432
10322,0.06535947712418301
20054,0.1323529411764706
10328,0.034313725490196074
10329,0.021259590792838873
10330,-0.006808333853874779
20059,0.16806722689075632
20060,0.06722689075630252
10333,0.15151515151515152
10335,0.0
10336,-0.023446578708882938
10338,0.0
10339,-0.06862745098039215
10340,0.0
10341,0.08711536085022245
10342,0.0913661501896796
10343,-0.016149437716262975
10344,0.012459150326797383
10345,0.011204481792717087
10350,-0.06302521008403361
10351,-0.034638775296214744
10353,-0.2727272727272727
10354,0.0
10355,-0.16806722689075632
10356,-0.047910855004280606
10358,0.08979422538246067
10359,0.11482534190146647
10360,0.06417112299465241
10363,0.0
10364,-0.03161895774352521
10366,-0.051470588235294115
10368,-0.073943213649096
10369,-0.07501441753171857
10371,0.017815575428032172
10372,0.012063086104006821
20103,0.09705882352941177
10377,-0.017156862745098037
10378,-0.0165096456539272
10379,-0.000718644100997038
10381,-0.0618644445558843
10382,-0.14536991267095073
10383,0.07795484503962014
10384,-0.0473738408406841
10385,-0.009257486439391812
10386,0.023410467128027683
10387,0.02083845234000033
10389,0.04322376009227221
10395,0.06334841628959276
10403,0.1583710407239819
10404,0.07633883592962877
10405,-0.07636738906088754
10407,0.1420050992533236
10408,0.0
10413,0.0
10416,0.021358094519859223
10417,-0.03167420814479638
10418,0.0
10419,0.0823720041322872
10421,-0.12440527681660901
10423,-0.003008436440529867
10426,0.06259830135262662
10427,0.12834224598930483
10429,-0.015385565991102322
10430,-0.10831954265081992
10433,0.014668271400631865
10435,-0.03132161955691368
10436,0.093691775352675
10437,0.031141868512110725
10438,0.0
10439,0.06417112299465241
10440,0.016339869281045753
10441,0.0
10442,0.0
10443,0.02119268760135633
10444,-0.008440218192540174
10445,0.009848005249571447
10446,-0.09411764705882353
10447,0.015304764439712536
10448,-0.07327950788158401
10449,0.034313725490196074
10450,0.0319403779611392
10451,0.010504201680672268
10452,0.07847106453917599
10453,-0.1245674740484429
10454,-0.015479876160990712
10456,-0.2887700534759359
10457,0.14042459088898718
10458,0.01993738671939364
10460,0.06228373702422145
10461,0.10915873702422145
10465,0.0
10474,0.0
10475,0.0
10477,0.0962566844919786
10478,0.0962566844919786
10482,0.0
10483,0.06862745098039215
10484,-0.017266015718028098
20009,0.13445378151260504
10491,-0.08050527903469079
10492,0.0962566844919786
10493,0.09342560553633218
10494,-0.03118872549019608
10496,0.31141868512110726
10498,0.0
10500,0.125
10503,0.1875
10504,-0.032679738562091505
10506,0.03125
10507,0.0
10508,0.09375
10511,-0.1547987616099071
10056,0.010135524798154556
10064,-0.1399062298716278
10074,-0.014050649499565913
10075,-0.007005125799318668
10081,-0.06203090784480886
10082,-0.0307962095094448
10093,-0.077965119871478
10111,0.013373734109028226
10138,-0.1395282750781472
10142,-0.061794414735591205
10151,-0.04400093370681606
10152,-0.032066993464052285
10157,-0.03361344537815126
10169,-0.1372549019607843
10175,0.0881937039926974
10179,-0.151127656945131
10182,0.07910667943648048
20044,-0.03361344537815126
10187,0.022396375554270292
10189,0.09090909090909091
10194,0.018524332810047093
10198,0.0
10204,-0.050070028011204484
10206,0.10153637212460742
10208,-0.02223118203510361
10215,0.09705882352941177
10216,-0.11073436840700268
10331,0.032439446366782004
10232,-0.061624649859943974
10233,-0.08218689578701614
10234,0.09420920774727003
10236,0.039981260569495865
