emp_id,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10
10174.0,9.200000000000001,9.5,9.266666666666667,8.6,8.5,8.933333333333334,9.766666666666667,9.266666666666667,8.933333333333334,9.033333333333333
10285.0,7.666666666666667,6.766666666666667,6.833333333333333,7.433333333333334,8.433333333333334,6.833333333333333,7.0,7.933333333333334,8.0,7.833333333333333
10230.0,9.166666666666666,8.933333333333334,8.833333333333334,8.5,8.5,9.0,8.966666666666667,8.666666666666666,8.666666666666666,8.666666666666666
10220.666666666666,8.1,7.433333333333334,8.666666666666666,7.5,7.933333333333334,8.333333333333334,8.5,8.1,7.6000000000000005,8.0
10123.666666666666,8.933333333333334,8.6,8.633333333333333,8.5,8.833333333333334,8.6,9.0,8.5,8.766666666666667,8.6
10146.333333333334,8.766666666666667,8.766666666666667,8.766666666666667,7.6000000000000005,7.766666666666667,8.6,9.1,8.833333333333334,8.266666666666667,8.666666666666666
10200.666666666666,8.0,8.0,8.6,8.333333333333334,8.0,8.466666666666667,8.266666666666667,8.666666666666666,8.666666666666666,8.166666666666666
10327.666666666666,8.166666666666666,8.233333333333333,8.5,7.666666666666667,8.0,8.333333333333334,8.833333333333334,8.666666666666666,8.5,7.833333333333333
10287.0,8.833333333333334,8.6,8.866666666666667,8.0,8.333333333333334,8.433333333333334,8.933333333333334,8.5,8.4,8.6
10170.333333333334,9.0,8.6,8.933333333333334,8.933333333333334,9.0,9.0,9.366666666666667,8.666666666666666,9.266666666666667,8.666666666666666
10200.333333333334,8.866666666666667,8.5,8.5,8.833333333333334,8.5,8.700000000000001,8.833333333333334,8.666666666666666,8.833333333333334,8.799999999999999
10319.0,8.166666666666666,8.166666666666666,8.166666666666666,8.0,8.266666666666667,8.333333333333334,8.566666666666668,8.633333333333333,8.466666666666667,8.299999999999999
10296.666666666666,9.1,8.433333333333334,8.933333333333334,8.066666666666666,8.433333333333334,8.933333333333334,9.433333333333334,8.933333333333334,8.766666666666667,8.833333333333334
10313.0,8.5,8.166666666666666,8.666666666666666,7.833333333333333,8.5,8.5,9.333333333333334,8.833333333333334,8.5,8.666666666666666
10275.666666666666,8.299999999999999,8.166666666666666,9.333333333333334,8.833333333333334,8.833333333333334,8.833333333333334,8.833333333333334,8.666666666666666,8.333333333333334,9.166666666666666
10205.0,9.333333333333334,9.133333333333333,8.833333333333334,9.166666666666666,9.0,8.9,9.5,8.666666666666666,9.233333333333333,8.833333333333334
10274.666666666666,8.666666666666666,8.166666666666666,8.833333333333334,7.833333333333333,8.533333333333333,9.166666666666666,8.5,8.0,8.5,8.333333333333334
10321.666666666666,8.333333333333334,8.666666666666666,9.0,8.833333333333334,8.733333333333333,8.666666666666666,8.933333333333334,9.266666666666667,8.933333333333334,8.833333333333334
10282.0,8.733333333333334,8.833333333333334,8.933333333333334,8.566666666666666,8.133333333333333,8.4,9.033333333333333,9.066666666666668,9.233333333333334,8.866666666666667
10260.0,8.333333333333334,8.333333333333334,9.200000000000001,8.700000000000001,8.700000000000001,7.833333333333333,8.666666666666666,8.666666666666666,8.766666666666667,8.466666666666667
10327.0,8.266666666666667,7.833333333333333,8.1,7.266666666666667,7.933333333333334,8.5,8.166666666666666,8.6,8.833333333333334,8.0
10311.666666666666,9.333333333333334,9.133333333333333,9.266666666666667,8.833333333333334,8.9,9.4,9.466666666666667,9.533333333333333,9.266666666666667,9.333333333333334
10207.666666666666,9.5,8.833333333333334,9.0,8.166666666666666,8.333333333333334,9.0,9.5,9.200000000000001,8.666666666666666,9.0
10192.666666666666,9.1,8.5,7.933333333333334,8.333333333333334,8.666666666666666,8.266666666666667,9.299999999999999,8.666666666666666,8.333333333333334,8.666666666666666
10228.333333333334,9.1,8.933333333333334,8.666666666666666,8.266666666666667,9.333333333333334,9.166666666666666,9.166666666666666,9.5,9.166666666666666,8.933333333333334
10236.666666666666,8.633333333333333,8.633333333333333,8.299999999999999,8.0,8.333333333333334,8.333333333333334,8.5,8.833333333333334,8.666666666666666,8.666666666666666
10287.666666666666,8.333333333333334,7.666666666666667,8.266666666666667,8.333333333333334,8.166666666666666,8.333333333333334,8.6,7.666666666666667,8.0,7.333333333333333
10289.333333333334,8.966666666666667,8.666666666666666,7.933333333333334,8.1,8.266666666666667,8.433333333333334,8.666666666666666,8.5,8.266666666666667,7.933333333333334
10345.0,7.666666666666667,7.666666666666667,6.333333333333333,7.666666666666667,7.666666666666667,8.0,8.333333333333334,9.166666666666666,9.166666666666666,7.333333333333333
10280.0,9.333333333333334,8.666666666666666,9.166666666666666,8.666666666666666,8.966666666666667,9.433333333333334,9.433333333333334,9.0,9.200000000000001,9.0
10249.0,8.666666666666666,8.666666666666666,8.5,8.333333333333334,8.0,9.166666666666666,9.166666666666666,9.200000000000001,8.666666666666666,9.366666666666667
10277.333333333334,8.833333333333334,8.666666666666666,8.266666666666667,8.4,8.666666666666666,8.5,9.333333333333334,9.0,8.666666666666666,8.5
10332.666666666666,8.166666666666666,8.333333333333334,8.1,7.6000000000000005,7.6000000000000005,8.166666666666666,8.6,8.166666666666666,7.633333333333333,7.666666666666667
10295.0,6.433333333333334,6.266666666666667,6.666666666666667,5.833333333333333,6.1000000000000005,6.333333333333333,6.533333333333334,6.5,6.333333333333333,6.566666666666666
10229.666666666666,8.266666666666667,8.4,8.833333333333334,7.833333333333333,8.9,8.200000000000001,8.766666666666667,8.6,8.266666666666667,8.0
10325.0,8.866666666666667,8.366666666666667,8.666666666666666,8.200000000000001,8.666666666666666,8.700000000000001,8.866666666666667,8.866666666666667,9.033333333333333,8.333333333333334
10139.666666666666,9.5,9.0,9.966666666666667,8.700000000000001,9.166666666666666,9.299999999999999,10.0,9.799999999999999,9.633333333333333,9.566666666666666
10373.0,9.133333333333333,8.933333333333334,9.200000000000001,8.566666666666666,8.833333333333334,8.666666666666666,9.666666666666666,9.333333333333334,8.833333333333334,8.766666666666667
10303.0,8.1,8.933333333333334,8.666666666666666,7.933333333333334,8.0,8.0,8.5,7.933333333333334,7.433333333333334,7.766666666666667
10353.333333333334,9.1,8.833333333333334,8.933333333333334,8.6,9.0,9.0,9.333333333333334,8.866666666666667,9.0,8.933333333333334
10353.333333333334,8.6,8.6,8.9,8.0,8.666666666666666,8.5,9.466666666666667,8.866666666666667,7.733333333333333,8.333333333333334
10311.333333333334,8.933333333333334,9.200000000000001,9.033333333333333,8.4,8.333333333333334,8.6,9.5,9.0,9.0,8.833333333333334
10182.333333333334,9.266666666666667,8.933333333333334,9.433333333333334,9.133333333333333,8.799999999999999,8.799999999999999,9.433333333333334,9.266666666666667,9.266666666666667,8.799999999999999
10369.0,9.0,8.4,9.066666666666666,8.6,8.566666666666666,9.033333333333333,9.1,9.166666666666666,9.033333333333333,8.666666666666666
10348.666666666666,9.066666666666666,8.5,9.333333333333334,8.4,8.833333333333334,8.9,9.233333333333333,9.166666666666666,8.666666666666666,8.833333333333334
10259.333333333334,8.5,8.333333333333334,8.333333333333334,7.833333333333333,7.833333333333333,8.433333333333334,8.5,8.333333333333334,8.166666666666666,8.5
10295.0,8.333333333333334,8.0,8.833333333333334,7.833333333333333,8.833333333333334,7.666666666666667,8.5,7.833333333333333,7.833333333333333,7.833333333333333
10274.333333333334,9.166666666666666,8.6,9.066666666666666,8.666666666666666,9.4,8.833333333333334,9.299999999999999,8.833333333333334,8.533333333333333,8.966666666666667
10274.333333333334,9.0,8.666666666666666,8.833333333333334,8.666666666666666,9.0,8.666666666666666,9.433333333333334,9.166666666666666,8.666666666666666,8.5
10319.333333333334,8.5,8.5,8.766666666666667,8.433333333333334,8.833333333333334,8.766666666666667,8.666666666666666,9.166666666666666,8.866666666666667,9.1
10236.666666666666,8.700000000000001,8.366666666666667,8.366666666666667,8.133333333333333,8.233333333333333,8.799999999999999,8.366666666666667,9.166666666666666,9.033333333333333,8.700000000000001
10381.0,8.1,7.333333333333333,6.766666666666667,6.666666666666667,7.933333333333334,7.766666666666667,8.566666666666668,8.333333333333334,7.5,7.166666666666667
10383.333333333334,8.833333333333334,8.333333333333334,8.166666666666666,8.0,8.166666666666666,8.166666666666666,8.333333333333334,9.166666666666666,8.766666666666667,8.0
10258.666666666666,9.6,9.466666666666667,9.266666666666667,9.299999999999999,9.1,9.433333333333334,9.533333333333333,9.433333333333334,9.666666666666666,9.200000000000001
10307.666666666666,8.766666666666667,8.833333333333334,8.333333333333334,8.333333333333334,8.766666666666667,8.333333333333334,9.0,8.933333333333334,8.766666666666667,8.333333333333334
10378.666666666666,9.533333333333333,9.366666666666667,9.4,8.833333333333334,9.1,9.233333333333334,9.633333333333335,9.133333333333335,9.0,8.9
10341.333333333334,8.799999999999999,8.633333333333333,8.466666666666667,8.166666666666666,8.0,8.299999999999999,9.266666666666667,8.766666666666667,8.433333333333334,8.333333333333334
10354.0,8.333333333333334,8.5,8.666666666666666,8.0,8.666666666666666,8.333333333333334,8.866666666666667,8.666666666666666,8.166666666666666,8.666666666666666
10345.333333333334,8.0,7.766666666666667,7.333333333333333,7.133333333333333,6.933333333333334,7.266666666666667,7.733333333333333,7.866666666666667,7.533333333333334,6.933333333333334
10169.0,9.4,8.9,9.166666666666666,8.766666666666667,8.5,9.133333333333333,9.433333333333334,9.233333333333334,9.299999999999999,9.299999999999999
10384.666666666666,8.766666666666667,8.4,8.9,8.1,8.299999999999999,8.666666666666666,9.433333333333334,8.933333333333334,8.433333333333334,8.333333333333334
10284.0,8.6,8.833333333333334,8.299999999999999,8.166666666666666,8.166666666666666,8.133333333333333,8.833333333333334,9.166666666666666,9.0,8.866666666666667
10335.333333333334,9.0,8.833333333333334,9.166666666666666,8.5,7.833333333333333,8.5,9.333333333333334,8.333333333333334,9.0,8.833333333333334
10381.333333333334,7.266666666666667,7.833333333333333,7.666666666666667,6.933333333333334,8.266666666666667,7.766666666666667,7.833333333333333,7.766666666666667,7.1000000000000005,7.433333333333334
10323.666666666666,9.166666666666666,9.166666666666666,8.733333333333333,8.833333333333334,8.666666666666666,8.833333333333334,9.166666666666666,8.666666666666666,8.666666666666666,8.666666666666666
10286.666666666666,8.5,8.166666666666666,9.333333333333334,9.166666666666666,8.333333333333334,8.166666666666666,9.166666666666666,8.333333333333334,8.333333333333334,8.333333333333334
10322.0,8.966666666666667,8.799999999999999,9.266666666666667,8.6,9.1,9.1,9.200000000000001,8.633333333333333,8.666666666666666,8.799999999999999
10368.333333333334,8.1,8.0,8.166666666666666,7.933333333333334,8.0,7.666666666666667,8.299999999999999,8.433333333333334,8.0,7.6000000000000005
10346.333333333334,8.933333333333334,8.6,9.033333333333333,8.299999999999999,8.433333333333334,8.933333333333334,9.299999999999999,8.933333333333334,8.833333333333334,8.633333333333333
10343.333333333334,8.4,8.166666666666666,8.266666666666667,7.933333333333334,7.7,8.1,8.6,8.566666666666666,8.533333333333333,7.833333333333333
10366.333333333334,8.333333333333334,7.666666666666667,7.666666666666667,8.0,8.333333333333334,7.666666666666667,8.0,8.333333333333334,8.666666666666666,7.666666666666667
10351.333333333334,8.766666666666667,8.6,7.6000000000000005,7.633333333333333,7.6000000000000005,8.466666666666667,8.833333333333334,9.166666666666666,9.133333333333335,7.6000000000000005
10288.0,8.6,8.666666666666666,8.766666666666667,8.5,8.333333333333334,8.5,8.6,8.433333333333334,8.6,8.333333333333334
10376.666666666666,7.833333333333333,8.166666666666666,8.666666666666666,7.666666666666667,8.833333333333334,7.0,8.5,8.833333333333334,8.5,8.166666666666666
10279.666666666666,8.5,8.5,8.666666666666666,9.5,7.833333333333333,8.333333333333334,9.666666666666666,9.5,8.666666666666666,8.833333333333334
10351.0,9.133333333333333,9.200000000000001,9.433333333333334,9.433333333333334,9.266666666666667,9.433333333333334,9.633333333333333,9.133333333333333,9.1,9.1
10330.0,9.266666666666667,9.333333333333334,9.333333333333334,8.833333333333334,8.166666666666666,8.666666666666666,9.833333333333334,9.166666666666666,9.6,9.166666666666666
10194.0,8.933333333333334,8.6,9.033333333333333,8.1,8.833333333333334,8.766666666666667,9.5,9.266666666666667,9.166666666666666,9.1
10274.666666666666,7.5,8.166666666666666,8.333333333333334,7.0,6.833333333333333,7.666666666666667,7.666666666666667,7.666666666666667,7.166666666666667,7.5
10227.0,8.5,8.166666666666666,9.1,8.833333333333334,8.833333333333334,9.133333333333333,8.433333333333334,8.6,8.333333333333334,8.966666666666667
10312.333333333334,9.0,8.666666666666666,8.966666666666667,8.200000000000001,8.666666666666666,8.766666666666667,9.366666666666667,8.6,8.666666666666666,8.700000000000001
10326.0,8.5,8.166666666666666,8.166666666666666,8.166666666666666,8.266666666666667,8.200000000000001,9.066666666666666,8.333333333333334,8.333333333333334,7.766666666666667
10278.5,8.2,8.2,8.0,8.0,7.75,8.0,8.2,8.4,8.2,8.2
10326.0,9.55,9.2,9.3,8.850000000000001,9.45,9.2,9.4,9.3,8.850000000000001,9.100000000000001
10355.0,8.0,7.5,8.0,7.5,8.4,8.0,8.2,8.7,8.9,8.2
10389.0,9.5,8.0,9.25,7.4,8.75,8.5,9.4,9.25,9.0,9.25
10393.5,9.0,8.75,8.85,8.5,9.0,9.0,9.5,8.5,8.9,8.25
10373.0,9.25,8.5,8.75,8.25,8.75,8.75,9.5,8.75,9.0,8.5
10425.0,8.5,8.25,8.5,8.5,8.75,8.3,8.8,8.75,8.8,8.5
10313.0,9.0,9.0,8.75,8.75,8.25,8.5,8.5,8.25,8.5,9.0
10411.5,9.0,8.25,7.75,8.5,8.25,8.5,8.25,7.75,7.75,7.5
10422.5,7.75,7.75,8.65,7.5,8.25,7.75,8.65,8.4,8.25,7.75
10351.5,8.5,8.5,8.2,8.5,8.5,8.7,9.0,9.0,9.0,8.5
10377.5,7.5,7.0,7.0,6.5,8.0,8.0,7.5,7.5,7.0,7.0
15206.0,9.25,8.75,9.0,8.25,9.0,9.0,9.5,9.25,9.25,9.0
10082.0,9.4,9.4,9.0,9.0,9.0,9.0,9.4,9.0,9.0,9.0
10386.0,9.5,9.0,9.5,9.0,9.6,9.0,9.8,9.0,9.0,9.0
10413.0,8.5,8.0,9.0,9.0,9.0,8.3,8.5,9.0,8.0,9.0
10443.0,9.5,9.0,9.0,8.0,9.0,8.5,9.8,9.5,9.5,8.5
10164.0,9.0,9.0,9.8,9.0,9.0,9.0,9.8,9.0,9.5,9.0
10441.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0
10111.0,9.8,9.8,9.5,9.0,9.0,9.5,9.8,9.8,9.4,9.5
10302.0,8.5,8.0,8.5,9.0,9.0,8.5,8.5,8.0,9.5,8.0
10456.0,6.0,5.0,6.5,6.5,7.0,6.0,7.0,6.5,5.0,5.0
10142.0,9.8,9.8,9.8,9.4,9.4,9.8,9.8,9.8,9.8,9.4
